基因	关系	基因
RAF1	起调控作用	PTK2B
PPP2R1A	起调控作用	CDC20
ACSL1	起调控作用	TUBA1A
PPIB	起调控作用	WFS1
CTNNB1	起调控作用	PAX8
PRKCQ	起调控作用	NME1
PGF	起调控作用	CAST
KRAS	起调控作用	HLA-DRA
MECP2	起调控作用	MGP
IMPA1	起调控作用	DUSP22
CDK2	起调控作用	CDC20
HEXB	起调控作用	MT2A
VDAC1	起调控作用	ELN
VCP	起调控作用	CDC20
PSPH	起调控作用	GLI2
PCNA	起调控作用	CDKN1A
MAT1A	起调控作用	CDC25B
ALDH4A1	起调控作用	HSD17B10
AGTR1	起调控作用	ETS1
GYG1	起调控作用	PYGL
NSDHL	起调控作用	CTNNB1
ACTB	起调控作用	RHOA
EGFR	起调控作用	IGFBP2
PRKDC	起调控作用	MIF
ACACA	起调控作用	NME1
RET	起调控作用	NME1
PPARG	起调控作用	CDK4
HEXB	起调控作用	CDKN3
KCNN4	起调控作用	HP
PRKCQ	起调控作用	TPM1
TP53	起调控作用	MDM2
CDK6	起调控作用	TLR4
ALB	起调控作用	PROS1
GNA12	起调控作用	IGF2R
SPDEF	起调控作用	GJA1
EGFR	起调控作用	EGF
EGFR	起调控作用	GNAS
BID	起调控作用	ANO1
CD83	起调控作用	TUFM
PBK	起调控作用	RPIA
VCP	起调控作用	WEE1
TIMP1	起调控作用	HPGD
PTEN	起调控作用	CNN3
SMAD7	起调控作用	CDK5R1
TARDBP	起调控作用	CDC20
EDN1	起调控作用	SPR
MDH2	起调控作用	PCNA
HRH1	起调控作用	CES1
FLT4	起调控作用	PSMG1
TCF4	起调控作用	SERPINA3
HSF1	起调控作用	YBX3
TPM1	起调控作用	PFN1
BAD	起调控作用	PGD
SMS	起调控作用	VEGFA
AKR1B1	起调控作用	PTGS2
APOE	起调控作用	TFF1
PRKCG	起调控作用	PAPPA
JAK1	起调控作用	CDK6
CDKN1B	起调控作用	C5
A2M	起调控作用	ADM
CASP3	起调控作用	HSD17B10
MAX	起调控作用	PCNA
CYP27B1	起调控作用	SLC1A4
CDKN2A	起调控作用	SLC25A4
SPP1	起调控作用	GDF15
NDUFS4	起调控作用	IGFBP5
FLT4	起调控作用	CES1
GADD45A	起调控作用	COG2
ACACA	起调控作用	HSPB1
CFLAR	起调控作用	CRBN
PIM1	起调控作用	EIF4EBP1
PIK3C2A	起调控作用	ADM
ZNF595	起调控作用	CDK7
GRN	起调控作用	AURKB
NQO1	起调控作用	PRKCQ
SMAD7	起调控作用	KEAP1
RARA	起调控作用	BCL2A1
HSP90AA1	起调控作用	BAG3
ST3GAL5	起调控作用	GDF15
VIM	起调控作用	HSPB1
NR3C1	起调控作用	GLI2
MAP2K2	起调控作用	PNP
NME1	起调控作用	EPCAM
LIG1	起调控作用	IL1B
BAD	起调控作用	TP53
NKX2-5	起调控作用	ECHS1
MCL1	起调控作用	MMP2
NPTN	起调控作用	GDF15
CXCL1	起调控作用	PRKCQ
SCNN1A	起调控作用	AKR1B1
IL2RB	起调控作用	TERT
TXNRD1	起调控作用	TPI1
LIG1	起调控作用	DNMT1
CPT2	起调控作用	SRC
VDR	起调控作用	GALE
FGFR1	起调控作用	VDAC1
HLA-DQA1	起调控作用	HSPB1
TGM2	起调控作用	CDC20
HDAC6	起调控作用	PCNA
TARDBP	起调控作用	PLSCR1
EPCAM	起调控作用	FGFR3
KEAP1	起调控作用	SOD1
CDK6	起调控作用	SPP1
EPOR	起调控作用	IGF2R
ACTB	起调控作用	AKT1
EGR1	起调控作用	CASP7
ACLY	起调控作用	PRKCQ
ZAP70	起调控作用	CHEK2
TNFRSF10B	起调控作用	DLD
ATP1A3	起调控作用	CCNA2
IRF5	起调控作用	ERBB3
IGF2R	起调控作用	LIG1
HDAC1	起调控作用	ICAM1
NRAS	起调控作用	TIMP1
SFN	起调控作用	NME1
PCBD1	起调控作用	SUCLG1
TBXA2R	起调控作用	SERPINA3
CSNK1A1	起调控作用	ST3GAL5
NR4A1	起调控作用	TIMP1
FABP5	起调控作用	BLVRA
MAP2K5	起调控作用	PLK1
JAK1	起调控作用	HLA-DRA
KCNQ1	起调控作用	TF
CDK4	起调控作用	ST3GAL5
PLK1	起调控作用	HADH
CCNG1	起调控作用	TYMS
ACTR2	起调控作用	GDF15
ARG1	起调控作用	CCND3
PIK3R1	起调控作用	CDK12
IRS1	起调控作用	TYMS
ACADS	起调控作用	HSPB1
MAP2K7	起调控作用	MYC
AKT1	起调控作用	PPARD
PDPK1	起调控作用	CDC20
AHR	起调控作用	APEX1
CXCR4	起调控作用	TUBA1A
SERPINA7	起调控作用	PPOX
FAS	起调控作用	NPM1
LAMB1	起调控作用	EBP
ALMS1	起调控作用	PHGDH
ATP2C1	起调控作用	PSMB8
NOS3	起调控作用	BAG3
B2M	起调控作用	CDK7
CA2	起调控作用	CRYZ
SAR1B	起调控作用	GNAI1
SOD1	起调控作用	EGF
PRKDC	起调控作用	HSD17B10
SPDEF	起调控作用	HP
PRKDC	起调控作用	CRYAB
MET	起调控作用	MIF
SH2B3	起调控作用	ASS1
TBXA2R	起调控作用	ADAM9
NRXN1	起调控作用	TUBB2B
SLC25A1	起调控作用	PCBD1
RPS6	起调控作用	RPSA
FGFR1	起调控作用	AURKB
NPTN	起调控作用	PARP1
SPP1	起调控作用	PCBD1
CAT	起调控作用	ACAT1
NOX1	起调控作用	SLC25A13
JUN	起调控作用	PSEN2
EGFR	起调控作用	EPCAM
DAXX	起调控作用	NME1
SDHC	起调控作用	PPIB
SLC6A8	起调控作用	KEAP1
TUBB3	起调控作用	ATP2C1
ACACA	起调控作用	PCBD1
IKBKB	起调控作用	OXCT1
FYN	起调控作用	HSD17B10
PRKCZ	起调控作用	DLD
ATXN3	起调控作用	PLIN2
KNG1	起调控作用	PAK1
SIRT1	起调控作用	PRL
CASP3	起调控作用	MYC
TIMP1	起调控作用	RREB1
FLT3	起调控作用	ASS1
CALR	起调控作用	TYMS
PLA2G4A	起调控作用	PNP
PDPK1	起调控作用	TXNRD2
PDHA1	起调控作用	SNAP25
PTK2	起调控作用	CDKN3
AHR	起调控作用	HSD17B10
ERBB3	起调控作用	TUBA1A
PPARG	起调控作用	SRC
FGB	起调控作用	TUBA1A
EBP	起调控作用	PCBD1
WT1	起调控作用	ST3GAL5
TSC22D3	起调控作用	FABP5
RB1	起调控作用	PPARG
VDR	起调控作用	PYGL
ZNF595	起调控作用	PLA2G4A
PTPN1	起调控作用	LGALS1
CDK2	起调控作用	CD40
JAK1	起调控作用	GNAI1
IFNB1	起调控作用	STAT1
FAS	起调控作用	SRC
AKT1	起调控作用	HLA-DRA
KIF11	起调控作用	PSMB8
MET	起调控作用	ITGB1
MYB	起调控作用	ADRB2
BMPR1A	起调控作用	MYC
ATP2A2	起调控作用	TYMS
ERBB4	起调控作用	DLD
PTK2B	起调控作用	GNAS
AFP	起调控作用	PPIB
CD83	起调控作用	ALAS1
PRKAR1A	起调控作用	SMPD1
CSRP1	起调控作用	PFN1
TIMP2	起调控作用	KEAP1
PNPO	起调控作用	PYGL
EGLN1	起调控作用	NFKBIA
HEXB	起调控作用	PRKCQ
SPDEF	起调控作用	ADAM10
CES2	起调控作用	TIMP1
TNFRSF1A	起调控作用	NFKB1
ARG2	起调控作用	HMOX1
ACLY	起调控作用	CDK6
PRKCG	起调控作用	GLI2
SERPINA1	起调控作用	CDC25B
HLA-DRB1	起调控作用	GPHN
RPS19	起调控作用	PHGDH
ACTN1	起调控作用	CDC20
DHCR7	起调控作用	GNAI1
SMAD7	起调控作用	TF
SOAT1	起调控作用	HLA-DRA
KRT19	起调控作用	PRKCQ
PGK1	起调控作用	LPL
KCNJ11	起调控作用	HP
SPARC	起调控作用	TF
DTNA	起调控作用	TOP2A
HLA-DQB1	起调控作用	PCBD1
TARDBP	起调控作用	PFN1
FASLG	起调控作用	ICAM1
IL18	起调控作用	PNP
P2RY12	起调控作用	NT5E
SLC25A1	起调控作用	AXIN1
EIF4E	起调控作用	DLD
HRH1	起调控作用	GDF15
WFS1	起调控作用	SDHB
IGF1	起调控作用	SDHB
ZNF202	起调控作用	CDC25B
PSPH	起调控作用	NME1
SIRT1	起调控作用	PTS
PPT1	起调控作用	GNAS
MYC	起调控作用	TOP2A
HDAC6	起调控作用	WASF1
CFLAR	起调控作用	ADM
SMARCA4	起调控作用	NES
RB1	起调控作用	PLA2G4A
EGLN1	起调控作用	CEBPB
MITF	起调控作用	TXNRD1
KAT5	起调控作用	GNAI1
F7	起调控作用	AXIN1
HLA-DRA	起调控作用	ST3GAL5
IGF2R	起调控作用	TXNRD1
AKT1	起调控作用	PBK
GGCX	起调控作用	ADAM10
TUBB2A	起调控作用	PTPN1
CCND1	起调控作用	TYMS
SERPINA7	起调控作用	CEBPB
RFC2	起调控作用	ERBB2
HMGB1	起调控作用	PCNA
IRF5	起调控作用	ICAM1
CDC42	起调控作用	PSMG1
IGF2	起调控作用	DAXX
ABAT	起调控作用	FAH
MAT1A	起调控作用	CXCR4
TARDBP	起调控作用	GNAI1
IFNG	起调控作用	APEX1
CD40	起调控作用	CCL2
HRH1	起调控作用	PNP
NSDHL	起调控作用	STXBP2
CHKB	起调控作用	TUBA4A
CDC25C	起调控作用	CDC20
CAPN1	起调控作用	GDF15
C1QA	起调控作用	NR1H2
AR	起调控作用	RPIA
NDUFA2	起调控作用	CASP7
HMGB1	起调控作用	MYB
FLT3	起调控作用	FN1
SPP1	起调控作用	ANO1
EBP	起调控作用	RPIA
ACADS	起调控作用	NDUFA9
GCK	起调控作用	CEBPB
JAK1	起调控作用	PCBD1
EPO	起调控作用	GJA1
SIK1	起调控作用	LIG1
ELK1	起调控作用	CISD1
NOX1	起调控作用	PPARD
PNP	起调控作用	RBPMS
ELOVL6	起调控作用	CDKN1A
CTH	起调控作用	GDF15
GNAI1	起调控作用	NTRK2
E2F1	起调控作用	CEBPB
VDR	起调控作用	AKR1B1
PARK7	起调控作用	GJA1
HEY1	起调控作用	TBXA2R
MET	起调控作用	GNAS
LIG1	起调控作用	HK1
SCARB1	起调控作用	GDF15
PTEN	起调控作用	CCND3
CRYZ	起调控作用	TFPI2
ATP2C1	起调控作用	PCNA
PLAT	起调控作用	BLVRA
CFB	起调控作用	SELL
KCNN4	起调控作用	SERPINA3
PPP2R1A	起调控作用	GJA1
RGS4	起调控作用	CDC20
CTNS	起调控作用	CYCS
LPL	起调控作用	GJA1
KEAP1	起调控作用	CCND3
FOS	起调控作用	PRKAG2
BIRC5	起调控作用	HK1
TP53	起调控作用	HSPD1
NOTCH2	起调控作用	EPCAM
ACLY	起调控作用	PPARGC1A
NRXN3	起调控作用	HP
SMAD3	起调控作用	MYB
PIK3CG	起调控作用	TXNRD1
PPARG	起调控作用	SERPINA3
AURKB	起调控作用	MIF
LIG1	起调控作用	TERT
JAK1	起调控作用	NME1
PPARG	起调控作用	TPI1
NTRK3	起调控作用	MIF
LYZ	起调控作用	PPARG
TNFRSF11A	起调控作用	VIM
PAX8	起调控作用	CDC20
RARA	起调控作用	RGS2
IGFBP3	起调控作用	PLA2G4A
NTRK3	起调控作用	BLVRA
RBP4	起调控作用	PCNA
HRAS	起调控作用	CDC25B
SRC	起调控作用	FABP5
RPS6	起调控作用	RPIA
CASP3	起调控作用	HMOX1
FBP1	起调控作用	MYC
ERBB2	起调控作用	PCNA
VDR	起调控作用	CASP3
RPS6	起调控作用	TOP2A
NT5C2	起调控作用	PRKCQ
HADHB	起调控作用	LGALS1
OXCT1	起调控作用	MSMO1
PTPN1	起调控作用	HMGCR
TPI1	起调控作用	SPP1
SLC9A1	起调控作用	ITGB1
CAPN1	起调控作用	PLSCR1
GLUD1	起调控作用	VIM
AR	起调控作用	LGALS1
CCND3	起调控作用	PCNA
SMARCA4	起调控作用	PRKAR2B
GPX1	起调控作用	FKBP4
KDR	起调控作用	ECHS1
RPS19	起调控作用	FABP5
PROS1	起调控作用	SLC38A2
SMAD4	起调控作用	NME1
PIM1	起调控作用	CAPN1
PSIP1	起调控作用	GRN
SOD1	起调控作用	VIM
SMAD7	起调控作用	XBP1
FOSL1	起调控作用	ERBB3
HMGB1	起调控作用	IL1B
PRKCZ	起调控作用	KYNU
DTNA	起调控作用	CTNS
E2F1	起调控作用	PCNA
SLC25A20	起调控作用	TUBA1A
GYG1	起调控作用	PSMG1
ADCY5	起调控作用	GAA
PLA2G4A	起调控作用	EGF
AKR1C2	起调控作用	CCNB1
ARG1	起调控作用	CDKN1B
INSR	起调控作用	VIM
ACSL1	起调控作用	SLC1A5
IGFBP2	起调控作用	AKT1
MEN1	起调控作用	SPR
ACO2	起调控作用	AKT1
IGFBP2	起调控作用	PSMG1
HSPA5	起调控作用	EBP
GPR4	起调控作用	HIF1A
BTK	起调控作用	HP
RPS27A	起调控作用	EIF4EBP1
SDHA	起调控作用	CHEK2
CDKN1A	起调控作用	CDC25C
SGK1	起调控作用	PCNA
HNF4A	起调控作用	TOP2A
PNP	起调控作用	PYGL
MCL1	起调控作用	SRC
CCND3	起调控作用	LAMA3
ACSL1	起调控作用	HMOX1
PMAIP1	起调控作用	FKBP4
ACADS	起调控作用	VDAC1
POLB	起调控作用	C5
THBD	起调控作用	STXBP2
TF	起调控作用	SPP1
FOLR1	起调控作用	PCNA
CBS	起调控作用	IGF2R
BAZ1B	起调控作用	FAS
PTGFR	起调控作用	DLD
ACLY	起调控作用	SMARCE1
OXCT1	起调控作用	SMAD7
SLC25A20	起调控作用	PRKAG2
RGS2	起调控作用	KDM5D
SMARCA4	起调控作用	HMOX1
CALM1	起调控作用	RAD51
BAD	起调控作用	CDKN3
PCNA	起调控作用	ICAM1
FGFR2	起调控作用	CDC20
SMAD3	起调控作用	CCND3
CD40	起调控作用	CCNA2
NDUFV2	起调控作用	CYCS
ACO2	起调控作用	ADRB2
SLC25A13	起调控作用	CES1
CASP6	起调控作用	ADRB2
EGFR	起调控作用	GNAI1
IGF2R	起调控作用	SUOX
BAZ1B	起调控作用	DLD
LGALS1	起调控作用	SLC38A2
APOE	起调控作用	PRKCD
CFTR	起调控作用	FOSL1
PRKCA	起调控作用	GADD45A
RHOA	起调控作用	ADRB2
GYG1	起调控作用	MIF
CSF3	起调控作用	DNMT1
ACSL1	起调控作用	PCCB
GSTM2	起调控作用	BID
THBS1	起调控作用	MYB
PLAT	起调控作用	PTK2
PDPK1	起调控作用	CES1
KNG1	起调控作用	SLC1A4
FAH	起调控作用	STAT1
ATM	起调控作用	CES1
CTNNB1	起调控作用	GALE
PTCH1	起调控作用	PCNA
ATP2C1	起调控作用	TGFBR2
CENPE	起调控作用	TPI1
RPS6	起调控作用	NME1
TGFBR2	起调控作用	PFN1
CAMKK2	起调控作用	PRKCQ
NFKB2	起调控作用	CEBPB
PSPH	起调控作用	ACLY
ACAD8	起调控作用	CCNB1
IL10	起调控作用	VEGFA
ELK1	起调控作用	MEF2A
PTCH1	起调控作用	PCBD1
G6PD	起调控作用	CASK
IMPA1	起调控作用	TYMS
BCL6	起调控作用	CASP3
HSPB1	起调控作用	GRN
SOD1	起调控作用	HLA-DRA
BIK	起调控作用	CASP7
ITGB3	起调控作用	GNAS
KLF10	起调控作用	TYMS
IRS1	起调控作用	TUBA4A
ATP2C1	起调控作用	CDK5
BLVRA	起调控作用	AURKA
AFG3L2	起调控作用	TSC22D3
DTNA	起调控作用	NR1H2
HPRT1	起调控作用	CFLAR
MET	起调控作用	CD44
IL5	起调控作用	ADM
NDUFV2	起调控作用	CEBPB
UQCRB	起调控作用	CD40
PAX8	起调控作用	GALE
G6PD	起调控作用	AKR1B1
MAP2K5	起调控作用	ITGB4
MAPK1	起调控作用	CDC20
PIM1	起调控作用	TBXA2R
MYC	起调控作用	NME1
ELOVL6	起调控作用	PFN1
SUCLG1	起调控作用	PFN1
SRC	起调控作用	LGALS1
PIM2	起调控作用	GDF15
OTUD7A	起调控作用	MIF
XBP1	起调控作用	TYMS
GNAI1	起调控作用	EPCAM
SERPINA7	起调控作用	GJA1
SDHA	起调控作用	TPI1
VIM	起调控作用	GNAI1
TOP1	起调控作用	ADRB2
PTEN	起调控作用	SIRT1
KRAS	起调控作用	CDC20
ESR2	起调控作用	SNAP25
KNG1	起调控作用	DLD
GSTM2	起调控作用	TUBB2B
BAX	起调控作用	SPP1
AKT1	起调控作用	BAG3
MITF	起调控作用	BAG3
VCP	起调控作用	CCL2
BAX	起调控作用	PTGS2
SDHA	起调控作用	MAP3K5
AURKB	起调控作用	SERPINA3
SMO	起调控作用	SELL
SLC1A4	起调控作用	PFKL
ESR2	起调控作用	EGF
TGFBR2	起调控作用	ITGB1
IDH3B	起调控作用	MIF
EGR1	起调控作用	CDK7
ENPP1	起调控作用	PFN1
APOA1	起调控作用	FGFR3
PTK2	起调控作用	PCNA
EP300	起调控作用	FN1
FASN	起调控作用	AKT1
NPY1R	起调控作用	SLC7A5
ACTR3	起调控作用	PHGDH
TNFRSF1A	起调控作用	IL6
TUBB2A	起调控作用	MIF
FGFR1	起调控作用	SERPINA3
SDHA	起调控作用	KIT
EPHB2	起调控作用	SLC25A4
GLDC	起调控作用	PLIN2
NR2F2	起调控作用	CYCS
IKBKB	起调控作用	LGALS1
IGFBP5	起调控作用	ST3GAL5
CDKN2B	起调控作用	SPP1
HRH1	起调控作用	HSPB1
ALK	起调控作用	ACLY
BLVRA	起调控作用	PCNA
ACTB	起调控作用	SLC25A4
PRKAR1A	起调控作用	GLA
LDHA	起调控作用	TFPI2
CPT1A	起调控作用	LPL
MET	起调控作用	TIMP1
SOX3	起调控作用	GDF15
POLR2F	起调控作用	PCNA
CDC42	起调控作用	AHCY
BCL2L1	起调控作用	ADRB2
HSPA5	起调控作用	PYCR1
PIK3R1	起调控作用	POLB
WRN	起调控作用	TOP2A
LCK	起调控作用	BAG3
NRXN1	起调控作用	TPI1
ABL1	起调控作用	SCARB1
SOX3	起调控作用	TFPI2
IL10	起调控作用	GJA1
EGLN1	起调控作用	BRCA1
ATP2C1	起调控作用	TF
LHX3	起调控作用	HSD17B10
BLVRA	起调控作用	LIG1
F3	起调控作用	PSMB8
PTGFR	起调控作用	PCBD1
CDC42	起调控作用	FABP5
ACTN1	起调控作用	GDF15
EIF2AK2	起调控作用	TYMS
RPS6KA3	起调控作用	ETS1
DPYD	起调控作用	HP
STAT1	起调控作用	HP
STAT3	起调控作用	CTNNA1
PLSCR1	起调控作用	GAA
SPP1	起调控作用	SERPINA3
PGK1	起调控作用	TYMS
ZNF365	起调控作用	TF
TXNRD1	起调控作用	NQO1
CDK4	起调控作用	HMOX1
ESR1	起调控作用	SRC
TGFBR1	起调控作用	COG2
IL1B	起调控作用	CYCS
SREBF2	起调控作用	NSDHL
TGM2	起调控作用	SERPINA3
BLVRA	起调控作用	CCNA2
PSMB8	起调控作用	KEAP1
CDC25A	起调控作用	RFC2
PTK2	起调控作用	TYMS
CAPN1	起调控作用	MIF
KNG1	起调控作用	APEX1
MGMT	起调控作用	TLR4
FTH1	起调控作用	CAST
CSRP1	起调控作用	LAMA3
AKR1B1	起调控作用	AURKA
PRKCZ	起调控作用	HIF1A
IFNG	起调控作用	TF
ZNF595	起调控作用	PIK3CA
KIF11	起调控作用	CSRP1
KAT5	起调控作用	HP
GAMT	起调控作用	EIF4EBP1
RAD51	起调控作用	NEK2
NR4A1	起调控作用	PAK1
PSAP	起调控作用	PCNA
CTPS1	起调控作用	GALE
BAZ1B	起调控作用	RHOA
NT5E	起调控作用	PCBD1
SPP1	起调控作用	AKT1
KCNQ1	起调控作用	SLC7A5
PLOD1	起调控作用	MYC
SLC6A8	起调控作用	GAA
GLUD1	起调控作用	HSD17B10
HLA-DRA	起调控作用	CES1
ABL1	起调控作用	CDK6
IL2RB	起调控作用	KLF7
MECP2	起调控作用	SERPINA3
TUBB2A	起调控作用	PPARD
SUCLG1	起调控作用	CDC20
TARDBP	起调控作用	CCNA2
OTUD7A	起调控作用	COL4A1
CAMK4	起调控作用	MT1E
AKT2	起调控作用	MYB
RARA	起调控作用	MEF2A
F7	起调控作用	CDC20
TNFRSF10B	起调控作用	LGALS1
TNFRSF10A	起调控作用	CASP2
IGF1R	起调控作用	MAP2K5
FOS	起调控作用	PHGDH
PTGFR	起调控作用	CES1
RARA	起调控作用	SAT1
PDPK1	起调控作用	CCL2
CSNK1A1	起调控作用	PCNA
ABAT	起调控作用	EIF4EBP1
ALDH18A1	起调控作用	ATXN3
ALMS1	起调控作用	IKBKB
HSPD1	起调控作用	CRYZ
NPTN	起调控作用	PTK2B
TGFBR2	起调控作用	SNAP25
PDHA1	起调控作用	NME1
CCNA2	起调控作用	PCNA
IGF1R	起调控作用	PLA2G6
KIF11	起调控作用	TBXA2R
DHCR7	起调控作用	CFLAR
MAT1A	起调控作用	APEX1
GNAI1	起调控作用	TNFRSF1A
IL6ST	起调控作用	PMPCA
PRKAR1A	起调控作用	VIM
HOXA9	起调控作用	MMP1
BLVRA	起调控作用	CDC20
MECP2	起调控作用	PTK2
VHL	起调控作用	GDF15
CDC42	起调控作用	ST3GAL5
TIMP2	起调控作用	VKORC1
AKR1B1	起调控作用	GDF15
THBS1	起调控作用	LGALS1
TSC22D3	起调控作用	NME1
TP53	起调控作用	FAS
BRAF	起调控作用	CENPE
TNFRSF11A	起调控作用	HSD17B10
SERPINA1	起调控作用	CSRP1
GPR35	起调控作用	PCNA
BRAF	起调控作用	PNP
ACTR3	起调控作用	PRKCQ
EGFR	起调控作用	TXNIP
PLK1	起调控作用	CENPE
IFNB1	起调控作用	GRN
AKT1	起调控作用	ECHS1
NSDHL	起调控作用	PTPN6
ARG2	起调控作用	CHEK2
NDUFB3	起调控作用	CCL2
GADD45A	起调控作用	SDHB
ENPP1	起调控作用	TBXA2R
TTR	起调控作用	CCND1
AOC3	起调控作用	SYK
NDUFA2	起调控作用	SLC25A4
IMPDH1	起调控作用	CXCL2
KCNQ1	起调控作用	PARP1
MAP2K2	起调控作用	EIF4EBP1
ACADS	起调控作用	CDC20
MITF	起调控作用	DLD
STK39	起调控作用	PRKCQ
ITPR1	起调控作用	BCL2
ALDH7A1	起调控作用	CEBPB
CHKB	起调控作用	CDC25B
ASL	起调控作用	PLSCR1
PLAT	起调控作用	GAA
GAA	起调控作用	CEBPB
SMAD3	起调控作用	PSMB8
TNFRSF10B	起调控作用	CRYZ
POLR2F	起调控作用	MIF
IFNGR1	起调控作用	GJA1
GSTM2	起调控作用	CCNB1
CTSK	起调控作用	LAMA3
PFKL	起调控作用	TYMS
AOC3	起调控作用	GLUL
RAC1	起调控作用	COG2
IFNG	起调控作用	SPP1
EIF2AK2	起调控作用	NQO1
NT5C2	起调控作用	CES1
NF1	起调控作用	HMGCR
PRKACA	起调控作用	POLE
TSC22D3	起调控作用	EPHB2
TRAF1	起调控作用	TYMS
CXCL1	起调控作用	MIF
HNF1A	起调控作用	CDK6
VDAC1	起调控作用	CDK5R1
DAXX	起调控作用	FDPS
SREBF1	起调控作用	CDC25B
AOC3	起调控作用	TYMS
BAD	起调控作用	GJA1
CTH	起调控作用	SPP1
RET	起调控作用	TUBA1A
ABCB1	起调控作用	PCNA
GNA12	起调控作用	TOP2A
ABCC3	起调控作用	AASS
HEXB	起调控作用	TF
MTOR	起调控作用	PCBD1
CA12	起调控作用	GLI2
PRKAR2B	起调控作用	PLK1
PSEN2	起调控作用	TLR4
NFE2L2	起调控作用	GDF15
HADH	起调控作用	POLE
LIG1	起调控作用	SYK
HSPA5	起调控作用	CDC20
PTGS2	起调控作用	CDC20
GRN	起调控作用	GLB1
MDH2	起调控作用	SERPINA3
CYCS	起调控作用	CDC20
PRKCZ	起调控作用	TOP2A
IGF1R	起调控作用	AXIN1
NSDHL	起调控作用	NDUFA9
ALAD	起调控作用	NFKBIA
ABCB1	起调控作用	MIF
CAT	起调控作用	CCNA2
TBXA2R	起调控作用	PDGFA
AKT2	起调控作用	MIF
THBD	起调控作用	GDF15
AKT2	起调控作用	CDC25B
MAPK12	起调控作用	HP
DHFR	起调控作用	TOP2A
C5	起调控作用	PLA2G4A
AHR	起调控作用	ADAM10
RAF1	起调控作用	CTNS
HDAC6	起调控作用	PPT1
XBP1	起调控作用	RFX5
ATP2A2	起调控作用	NFKBIA
SMAD2	起调控作用	EBP
CXCL1	起调控作用	TUBA1A
CXCL12	起调控作用	ADRB2
PDGFRB	起调控作用	PAK1
CRYZ	起调控作用	MIF
CTDSP1	起调控作用	TXNRD1
AKT2	起调控作用	PRKCQ
FGFR2	起调控作用	BAG3
PPP3CA	起调控作用	CES1
FLT3	起调控作用	BAG3
TNFRSF10B	起调控作用	PCCB
RPS19	起调控作用	G6PD
BTK	起调控作用	RGS2
GGT1	起调控作用	SLC25A13
XRCC4	起调控作用	PTK2
TH	起调控作用	NME1
PCBD1	起调控作用	MUC5AC
DBI	起调控作用	GDF15
HRAS	起调控作用	PCBD1
HDAC1	起调控作用	LPL
MITF	起调控作用	CDKN1B
SOD1	起调控作用	TIMP1
IL11RA	起调控作用	MIF
RHOA	起调控作用	ERBB3
MMP2	起调控作用	PENK
TGFBR2	起调控作用	PTK2
CCNA2	起调控作用	NEK2
HADH	起调控作用	NT5E
ALAD	起调控作用	SERPINA3
CALR	起调控作用	LAMA3
CDK7	起调控作用	PCNA
PPP3CA	起调控作用	TFF1
TIMP3	起调控作用	CASK
CAPN1	起调控作用	PNP
SDHD	起调控作用	MIF
GRB2	起调控作用	TBXA2R
BRAF	起调控作用	ASNS
CRYZ	起调控作用	PYGL
WRN	起调控作用	PTK2B
