基因	关系	通路
PPP3CA	相关通路	Pathway::PC7_3278
CREB1	相关通路	Pathway::WP666_r68893
FGA	相关通路	Pathway::PC7_12264
CREBBP	相关通路	Pathway::PC7_7484
PIK3R1	相关通路	Pathway::WP481_r82731
SERPINF2	相关通路	Pathway::PC7_6945
HNF4A	相关通路	Pathway::PC7_6904
PTPN6	相关通路	Pathway::PC7_7494
MAPK3	相关通路	Pathway::PC7_3420
DDC	相关通路	Pathway::WP3594_r84573
VCAM1	相关通路	Pathway::PC7_4688
CCR3	相关通路	Pathway::WP455_r81793
PPARA	相关通路	Pathway::PC7_6065
CDK7	相关通路	Pathway::PC7_3278
JUN	相关通路	Pathway::PC7_6569
PLA2G4A	相关通路	Pathway::PC7_6516
PLAU	相关通路	Pathway::PC7_1178
ADCY8	相关通路	Pathway::PC7_6461
NDUFS8	相关通路	Pathway::PC7_6943
EP300	相关通路	Pathway::PC7_3855
TPO	相关通路	Pathway::WP2849_r84764
NOS3	相关通路	Pathway::WP1539_r79949
PHOX2B	相关通路	Pathway::WP2064_r79263
NDUFS3	相关通路	Pathway::PC7_8229
EP300	相关通路	Pathway::PC7_3980
VCAM1	相关通路	Pathway::PC7_2078
CALM1	相关通路	Pathway::PC7_2924
PSMB4	相关通路	Pathway::PC7_6054
RELA	相关通路	Pathway::PC7_4370
TIMP3	相关通路	Pathway::WP1539_r79949
PTPN11	相关通路	Pathway::WP364_r83783
NR2C2	相关通路	Pathway::PC7_4112
ADRA2C	相关通路	Pathway::WP58_r80015
EGFR	相关通路	Pathway::PC7_4688
PGF	相关通路	Pathway::PC7_7439
RBPMS	相关通路	Pathway::WP410_r84683
GNAS	相关通路	Pathway::PC7_4157
ESR2	相关通路	Pathway::PC7_4116
COL4A1	相关通路	Pathway::PC7_7392
CDC20	相关通路	Pathway::PC7_2518
GRIN2B	相关通路	Pathway::PC7_6852
GNA12	相关通路	Pathway::PC7_7652
PDPK1	相关通路	Pathway::PC7_6153
F2	相关通路	Pathway::PC7_7721
IFNGR2	相关通路	Pathway::PC7_2907
BAX	相关通路	Pathway::WP1772_r84701
SMAD3	相关通路	Pathway::PC7_7313
RXRA	相关通路	Pathway::WP2879_r79602
FYN	相关通路	Pathway::PC7_7788
PPP2R1A	相关通路	Pathway::PC7_5534
KCNMB1	相关通路	Pathway::PC7_5948
NCOA1	相关通路	Pathway::PC7_6057
CASP3	相关通路	Pathway::PC7_1688
PDE4D	相关通路	Pathway::PC7_2927
MTHFR	相关通路	Pathway::PC7_3278
EDN3	相关通路	Pathway::PC7_3993
PYY	相关通路	Pathway::PC7_4044
DUSP3	相关通路	Pathway::PC7_3437
TLR4	相关通路	Pathway::PC7_8059
SERPINE1	相关通路	Pathway::WP236_r80209
BCL2	相关通路	Pathway::PC7_4611
CALM1	相关通路	Pathway::PC7_2926
ADRB1	相关通路	Pathway::PC7_3994
FCER2	相关通路	Pathway::PC7_7472
CCNA2	相关通路	Pathway::PC7_4612
NOS2	相关通路	Pathway::WP2324_r78487
SRC	相关通路	Pathway::PC7_3417
CDKN2A	相关通路	Pathway::PC7_8681
SMO	相关通路	Pathway::PC7_7457
ACO2	相关通路	Pathway::PC7_6670
PTGS1	相关通路	Pathway::PC7_1693
EIF4E	相关通路	Pathway::PC7_7460
HSP90AB1	相关通路	Pathway::PC7_7421
IFNAR2	相关通路	Pathway::PC7_4688
GPX1	相关通路	Pathway::PC7_7729
PDGFRA	相关通路	Pathway::PC7_3278
PRKCA	相关通路	Pathway::PC7_5772
GRIA1	相关通路	Pathway::PC7_1539
GABRA2	相关通路	Pathway::PC7_4965
NCOA6	相关通路	Pathway::PC7_6818
PDPK1	相关通路	Pathway::PC7_6512
RPSA	相关通路	Pathway::PC7_4112
CCNB1	相关通路	Pathway::PC7_4009
GOT1	相关通路	Pathway::PC7_3278
CLCN2	相关通路	Pathway::PC7_7681
DDC	相关通路	Pathway::PC7_7431
SAT1	相关通路	Pathway::PC7_1601
ITPR1	相关通路	Pathway::PC7_4158
HGF	相关通路	Pathway::WP313_r79946
CMA1	相关通路	Pathway::PC7_7478
PTEN	相关通路	Pathway::PC7_3277
GCK	相关通路	Pathway::PC7_6882
IRF5	相关通路	Pathway::WP254_r84652
EP300	相关通路	Pathway::PC7_6903
MAPK8	相关通路	Pathway::PC7_2968
CDKN1B	相关通路	Pathway::PC7_3326
CD3G	相关通路	Pathway::PC7_3324
CREB1	相关通路	Pathway::PC7_1863
CAV1	相关通路	Pathway::PC7_5322
CREBBP	相关通路	Pathway::PC7_8055
ITGB2	相关通路	Pathway::PC7_2078
ADCY8	相关通路	Pathway::PC7_1539
MAP2K1	相关通路	Pathway::PC7_1517
PIK3CA	相关通路	Pathway::WP313_r79946
JUN	相关通路	Pathway::WP673_r80202
KDM1A	相关通路	Pathway::PC7_4336
MAPK3	相关通路	Pathway::PC7_3884
HSP90AA1	相关通路	Pathway::PC7_5529
IGH	相关通路	Pathway::PC7_4739
PPARA	相关通路	Pathway::PC7_1550
FGFR2	相关通路	Pathway::PC7_4741
LIG1	相关通路	Pathway::PC7_6928
PSMB4	相关通路	Pathway::PC7_7230
EDN1	相关通路	Pathway::WP98_r72088
CHUK	相关通路	Pathway::PC7_8061
SPHK1	相关通路	Pathway::PC7_2541
LCK	相关通路	Pathway::PC7_7786
CASP1	相关通路	Pathway::PC7_4741
PDGFRB	相关通路	Pathway::PC7_6141
PRKCA	相关通路	Pathway::PC7_6946
CA5A	相关通路	Pathway::PC7_6955
GALE	相关通路	Pathway::PC7_2500
NFKB1	相关通路	Pathway::WP75_r83867
BSG	相关通路	Pathway::PC7_6669
ADCY5	相关通路	Pathway::PC7_5890
PSENEN	相关通路	Pathway::PC7_7446
PCNA	相关通路	Pathway::WP45_r80001
NRAS	相关通路	Pathway::PC7_7262
B2M	相关通路	Pathway::PC7_1563
HSD3B1	相关通路	Pathway::WP237_r78497
ACACA	相关通路	Pathway::WP1403_r79471
LY96	相关通路	Pathway::PC7_8059
RAF1	相关通路	Pathway::PC7_3328
PSENEN	相关通路	Pathway::PC7_12281
HDAC1	相关通路	Pathway::PC7_8325
NFKBIA	相关通路	Pathway::WP195_r79965
NOS3	相关通路	Pathway::PC7_5948
RYR2	相关通路	Pathway::WP289_r81078
CASP7	相关通路	Pathway::WP2864_r79278
PAPPA	相关通路	Pathway::PC7_5330
ALDH5A1	相关通路	Pathway::PC7_5891
PTGIR	相关通路	Pathway::PC7_6515
PLAU	相关通路	Pathway::PC7_3284
CSF2	相关通路	Pathway::PC7_4688
BLVRA	相关通路	Pathway::PC7_5322
PIK3CA	相关通路	Pathway::PC7_7494
ZAP70	相关通路	Pathway::PC7_2624
PSMB4	相关通路	Pathway::PC7_1128
CYP1B1	相关通路	Pathway::WP2542_r70621
MMP14	相关通路	Pathway::WP129_r72054
HRAS	相关通路	Pathway::PC7_3326
VCL	相关通路	Pathway::PC7_4449
MAPK3	相关通路	Pathway::PC7_4741
PPP2R1A	相关通路	Pathway::WP399_r79474
FASLG	相关通路	Pathway::WP2328_r84648
CDKN2A	相关通路	Pathway::PC7_2832
MAPK8	相关通路	Pathway::WP2526_r82681
PIK3CA	相关通路	Pathway::PC7_7446
PIK3R1	相关通路	Pathway::PC7_4664
NFATC1	相关通路	Pathway::PC7_3327
PDHA1	相关通路	Pathway::PC7_8229
JUN	相关通路	Pathway::PC7_7497
PROS1	相关通路	Pathway::PC7_6514
MAPK1	相关通路	Pathway::PC7_4688
ABL1	相关通路	Pathway::WP710_r79974
BMP4	相关通路	Pathway::WP2064_r79263
HRAS	相关通路	Pathway::WP2870_r79555
VIM	相关通路	Pathway::WP2328_r84648
CXCL2	相关通路	Pathway::PC7_2543
HDAC1	相关通路	Pathway::WP706_r80056
ATM	相关通路	Pathway::WP179_r70629
LAMB1	相关通路	Pathway::PC7_3777
TUBA4A	相关通路	Pathway::PC7_4449
ADCY8	相关通路	Pathway::PC7_1571
POMC	相关通路	Pathway::PC7_3664
TPI1	相关通路	Pathway::WP1946_r79691
CASP8	相关通路	Pathway::PC7_2506
CCND1	相关通路	Pathway::PC7_7497
CAMP	相关通路	Pathway::PC7_4949
CALM1	相关通路	Pathway::PC7_3278
ABCG8	相关通路	Pathway::PC7_968
KLK3	相关通路	Pathway::WP138_r79958
ADCY2	相关通路	Pathway::PC7_8701
SLC2A4	相关通路	Pathway::WP534_r78585
MAPK1	相关通路	Pathway::WP437_r79266
TLR4	相关通路	Pathway::PC7_8295
ITGB3	相关通路	Pathway::PC7_6066
PDE8B	相关通路	Pathway::PC7_4043
ACACA	相关通路	Pathway::PC7_6899
IRS1	相关通路	Pathway::PC7_2907
PRKACA	相关通路	Pathway::PC7_2925
FYN	相关通路	Pathway::WP2858_r83015
PSAP	相关通路	Pathway::PC7_7439
EPHX2	相关通路	Pathway::PC7_1693
SLCO1B3	相关通路	Pathway::PC7_8360
PIK3R2	相关通路	Pathway::PC7_3993
NFATC1	相关通路	Pathway::WP2858_r83015
RB1	相关通路	Pathway::WP2586_r79995
PRKACA	相关通路	Pathway::PC7_4780
CHUK	相关通路	Pathway::PC7_1537
NR3C2	相关通路	Pathway::PC7_4112
PTEN	相关通路	Pathway::PC7_6141
CCND1	相关通路	Pathway::WP306_r80308
HLA-DRB1	相关通路	Pathway::PC7_4115
SERPINC1	相关通路	Pathway::PC7_4784
PIK3CA	相关通路	Pathway::PC7_6140
CCND1	相关通路	Pathway::PC7_2570
ADORA3	相关通路	Pathway::PC7_2620
SYN1	相关通路	Pathway::WP2380_r79953
MET	相关通路	Pathway::PC7_7495
IKBKB	相关通路	Pathway::PC7_3885
POLA1	相关通路	Pathway::PC7_3362
NR1H4	相关通路	Pathway::PC7_5326
CASP6	相关通路	Pathway::WP1772_r84701
PTGFR	相关通路	Pathway::PC7_3993
ADIPOQ	相关通路	Pathway::WP2895_r79216
BCL2	相关通路	Pathway::PC7_3424
CXCL1	相关通路	Pathway::PC7_7439
MAPK7	相关通路	Pathway::PC7_8295
ANGPT1	相关通路	Pathway::PC7_4449
CCR5	相关通路	Pathway::PC7_3278
PAK1	相关通路	Pathway::PC7_3420
ITGA4	相关通路	Pathway::PC7_4688
CCR5	相关通路	Pathway::PC7_4594
RPS6KA3	相关通路	Pathway::PC7_2331
IL2	相关通路	Pathway::PC7_6512
JAK1	相关通路	Pathway::PC7_6885
PDGFRA	相关通路	Pathway::PC7_3326
MAPK10	相关通路	Pathway::PC7_8295
NR4A1	相关通路	Pathway::PC7_4116
ATM	相关通路	Pathway::PC7_2950
JAK2	相关通路	Pathway::PC7_6616
MAPK9	相关通路	Pathway::PC7_5078
MAP2K2	相关通路	Pathway::PC7_6747
KISS1R	相关通路	Pathway::PC7_3993
AKR1C3	相关通路	Pathway::PC7_5326
KEAP1	相关通路	Pathway::PC7_2623
CCND1	相关通路	Pathway::WP1545_r84697
FBN1	相关通路	Pathway::PC7_2081
XDH	相关通路	Pathway::PC7_5322
SIN3A	相关通路	Pathway::WP366_r84196
PCNA	相关通路	Pathway::PC7_3361
BRCA1	相关通路	Pathway::PC7_3852
MAPK3	相关通路	Pathway::PC7_6141
CST3	相关通路	Pathway::WP3594_r84573
STAT3	相关通路	Pathway::PC7_4306
CD86	相关通路	Pathway::PC7_3326
MAP2K1	相关通路	Pathway::PC7_7494
FOS	相关通路	Pathway::PC7_6958
RELA	相关通路	Pathway::WP2355_r79973
RPS27A	相关通路	Pathway::PC7_12274
RAC1	相关通路	Pathway::PC7_8667
ERBB4	相关通路	Pathway::PC7_3328
CSNK1A1	相关通路	Pathway::PC7_4438
PTPN11	相关通路	Pathway::PC7_7448
PRKCZ	相关通路	Pathway::PC7_5969
MTOR	相关通路	Pathway::PC7_7443
ADCY2	相关通路	Pathway::PC7_1691
POLE	相关通路	Pathway::PC7_5528
KCND3	相关通路	Pathway::PC7_5887
EIF2S1	相关通路	Pathway::PC7_6867
KLKB1	相关通路	Pathway::WP272_r84876
FYN	相关通路	Pathway::PC7_6141
CFLAR	相关通路	Pathway::PC7_3016
FGF2	相关通路	Pathway::PC7_3777
PRKCG	相关通路	Pathway::PC7_8340
ADORA2A	相关通路	Pathway::PC7_4044
SYK	相关通路	Pathway::PC7_1851
YWHAB	相关通路	Pathway::PC7_12267
MAP2K2	相关通路	Pathway::WP2332_r79525
APOC3	相关通路	Pathway::PC7_2576
NRP1	相关通路	Pathway::PC7_3084
SLC6A3	相关通路	Pathway::PC7_5889
SAA1	相关通路	Pathway::PC7_1517
SLCO1B3	相关通路	Pathway::PC7_8357
ITGB1	相关通路	Pathway::WP306_r80308
MEN1	相关通路	Pathway::PC7_7484
RPS15	相关通路	Pathway::PC7_5324
RHO	相关通路	Pathway::PC7_8231
NT5E	相关通路	Pathway::PC7_6652
MAPK8	相关通路	Pathway::PC7_5825
IGF1R	相关通路	Pathway::WP615_r81193
RPS27A	相关通路	Pathway::PC7_1130
FGFR2	相关通路	Pathway::PC7_7448
PIK3CA	相关通路	Pathway::PC7_4779
NRG1	相关通路	Pathway::PC7_7443
FCER2	相关通路	Pathway::PC7_4627
BCR	相关通路	Pathway::PC7_7439
PIK3R2	相关通路	Pathway::PC7_7751
HDAC4	相关通路	Pathway::PC7_7490
ID1	相关通路	Pathway::PC7_4619
GNAI1	相关通路	Pathway::WP536_r80211
FAS	相关通路	Pathway::WP1530_r84694
NPM1	相关通路	Pathway::PC7_4365
HIRA	相关通路	Pathway::PC7_2529
JAK1	相关通路	Pathway::PC7_1674
GRB2	相关通路	Pathway::PC7_8668
PLAT	相关通路	Pathway::PC7_7439
NOD2	相关通路	Pathway::PC7_5995
TFAM	相关通路	Pathway::PC7_6057
CPSF7	相关通路	Pathway::PC7_4112
CYP1A2	相关通路	Pathway::WP691_r79986
ELK1	相关通路	Pathway::PC7_8431
CYP11A1	相关通路	Pathway::PC7_5326
MGST1	相关通路	Pathway::PC7_4219
LCK	相关通路	Pathway::PC7_3678
PCNA	相关通路	Pathway::PC7_5509
RPS27A	相关通路	Pathway::PC7_8627
C3	相关通路	Pathway::PC7_7439
ADRA2B	相关通路	Pathway::WP58_r80015
MAPK8	相关通路	Pathway::PC7_7041
UGT1A7	相关通路	Pathway::WP2884_r83041
KCNK3	相关通路	Pathway::PC7_5887
GHR	相关通路	Pathway::PC7_7446
JUN	相关通路	Pathway::PC7_8054
NRAS	相关通路	Pathway::PC7_7446
APOB	相关通路	Pathway::PC7_6948
LRP2	相关通路	Pathway::PC7_7498
RARB	相关通路	Pathway::WP299_r78587
NTRK1	相关通路	Pathway::WP2377_r80437
CDKN2B	相关通路	Pathway::PC7_5528
GP1BA	相关通路	Pathway::PC7_6512
HRAS	相关通路	Pathway::PC7_3885
TUBB2B	相关通路	Pathway::PC7_2541
C1S	相关通路	Pathway::PC7_4741
CYP2C8	相关通路	Pathway::PC7_2379
MAPK12	相关通路	Pathway::PC7_5515
MAP2K4	相关通路	Pathway::PC7_5560
ECHS1	相关通路	Pathway::PC7_2065
UGT1A8	相关通路	Pathway::PC7_2098
CDK5R1	相关通路	Pathway::PC7_4161
HTR2A	相关通路	Pathway::WP733_r74441
YWHAZ	相关通路	Pathway::PC7_1599
CXCR3	相关通路	Pathway::PC7_2543
NOD2	相关通路	Pathway::WP1433_r83527
HTR1A	相关通路	Pathway::PC7_7432
C1QC	相关通路	Pathway::WP558_r79680
PIK3CA	相关通路	Pathway::PC7_8668
APOB	相关通路	Pathway::PC7_4992
NRCAM	相关通路	Pathway::PC7_5984
ACADS	相关通路	Pathway::PC7_5326
RHO	相关通路	Pathway::WP1984_r82941
SREBF2	相关通路	Pathway::PC7_6203
SLC2A4	相关通路	Pathway::WP1403_r79471
DYRK1A	相关通路	Pathway::WP3594_r84573
BAD	相关通路	Pathway::PC7_6157
CALM1	相关通路	Pathway::PC7_6512
POLR2F	相关通路	Pathway::PC7_5993
CFB	相关通路	Pathway::PC7_4739
LIG1	相关通路	Pathway::WP531_r69021
PIK3CA	相关通路	Pathway::PC7_4762
GSK3B	相关通路	Pathway::PC7_1118
MAX	相关通路	Pathway::PC7_7024
RAF1	相关通路	Pathway::PC7_2335
XRCC4	相关通路	Pathway::PC7_610
CTTN	相关通路	Pathway::PC7_3360
PIK3R2	相关通路	Pathway::PC7_2252
ASL	相关通路	Pathway::PC7_1629
LIMK1	相关通路	Pathway::WP51_r79977
MAPT	相关通路	Pathway::WP2377_r80437
ADCY5	相关通路	Pathway::PC7_2926
PTCH1	相关通路	Pathway::PC7_7457
PRKAR2B	相关通路	Pathway::PC7_5029
CALCA	相关通路	Pathway::PC7_3278
ADRA2C	相关通路	Pathway::PC7_5322
HRAS	相关通路	Pathway::PC7_8340
IAPP	相关通路	Pathway::PC7_3084
GAPDH	相关通路	Pathway::WP2059_r82906
PDHA1	相关通路	Pathway::PC7_6670
GNA12	相关通路	Pathway::PC7_7041
SNAP25	相关通路	Pathway::WP2267_r78595
HRAS	相关通路	Pathway::PC7_7448
NFKBIA	相关通路	Pathway::PC7_6066
HRAS	相关通路	Pathway::PC7_7449
CASP2	相关通路	Pathway::WP1772_r84701
GLA	相关通路	Pathway::PC7_7651
FGF7	相关通路	Pathway::PC7_3824
ALDH4A1	相关通路	Pathway::PC7_5322
PPP2R1A	相关通路	Pathway::PC7_5528
BID	相关通路	Pathway::WP1984_r82941
SCT	相关通路	Pathway::PC7_4159
PPARGC1A	相关通路	Pathway::PC7_3882
FXYD2	相关通路	Pathway::PC7_4791
NOS2	相关通路	Pathway::PC7_4340
PDGFRA	相关通路	Pathway::PC7_6994
RPS15	相关通路	Pathway::PC7_2469
JUN	相关通路	Pathway::PC7_6561
MITF	相关通路	Pathway::WP304_r78799
PPARD	相关通路	Pathway::PC7_6828
PSMB8	相关通路	Pathway::PC7_7231
LCK	相关通路	Pathway::PC7_7787
NFKB2	相关通路	Pathway::PC7_5561
IRS1	相关通路	Pathway::PC7_7439
NDUFV2	相关通路	Pathway::WP623_r79961
RELA	相关通路	Pathway::PC7_1537
AKT2	相关通路	Pathway::PC7_7784
SERPINE1	相关通路	Pathway::WP176_r82704
PDPK1	相关通路	Pathway::WP481_r82731
ABCC3	相关通路	Pathway::PC7_8339
PRKCA	相关通路	Pathway::WP399_r79474
PIK3R1	相关通路	Pathway::PC7_8664
UBB	相关通路	Pathway::PC7_1131
RPS27A	相关通路	Pathway::PC7_4655
JUN	相关通路	Pathway::PC7_5882
B2M	相关通路	Pathway::PC7_4771
ATP1A1	相关通路	Pathway::PC7_4792
GFAP	相关通路	Pathway::WP2431_r84650
KRAS	相关通路	Pathway::PC7_6507
CTSK	相关通路	Pathway::PC7_4741
ALDH18A1	相关通路	Pathway::WP497_r72142
CXCL8	相关通路	Pathway::WP2355_r79973
MAPK3	相关通路	Pathway::PC7_4749
PTPN11	相关通路	Pathway::WP395_r79978
BSG	相关通路	Pathway::PC7_5322
SENP1	相关通路	Pathway::PC7_6876
ESR2	相关通路	Pathway::WP34_r72115
UBE2I	相关通路	Pathway::WP366_r84196
IL18	相关通路	Pathway::WP2355_r79973
CREB1	相关通路	Pathway::PC7_8668
ADCY5	相关通路	Pathway::PC7_7457
UBB	相关通路	Pathway::PC7_2830
SLC16A7	相关通路	Pathway::PC7_8339
PIK3R1	相关通路	Pathway::PC7_5881
APP	相关通路	Pathway::WP2853_r83014
RB1	相关通路	Pathway::PC7_3855
KIT	相关通路	Pathway::PC7_1877
TACR1	相关通路	Pathway::WP24_r79999
PRL	相关通路	Pathway::PC7_4688
ADORA2A	相关通路	Pathway::WP455_r81793
MAPK3	相关通路	Pathway::PC7_5051
SERPING1	相关通路	Pathway::WP558_r79680
MAP2K5	相关通路	Pathway::WP185_r80036
SCN8A	相关通路	Pathway::PC7_3084
HSPG2	相关通路	Pathway::PC7_5326
NFKB1	相关通路	Pathway::WP2865_r81650
SLC2A4	相关通路	Pathway::PC7_8339
LAMB1	相关通路	Pathway::PC7_1863
GLUL	相关通路	Pathway::PC7_8340
MAP2K4	相关通路	Pathway::PC7_7491
ETFDH	相关通路	Pathway::PC7_6943
MAP2K2	相关通路	Pathway::WP364_r83783
ITGB3	相关通路	Pathway::PC7_6945
PRKCD	相关通路	Pathway::WP244_r78506
CD3E	相关通路	Pathway::PC7_3327
SLC22A12	相关通路	Pathway::PC7_6061
KNG1	相关通路	Pathway::PC7_3958
MAP2K2	相关通路	Pathway::PC7_8666
CAV1	相关通路	Pathway::WP306_r80308
CHRNA6	相关通路	Pathway::PC7_5890
PKLR	相关通路	Pathway::PC7_3278
MYD88	相关通路	Pathway::WP2865_r81650
IL6	相关通路	Pathway::PC7_5051
DRD4	相关通路	Pathway::PC7_4043
SCARB1	相关通路	Pathway::PC7_2095
ADORA3	相关通路	Pathway::PC7_4044
CDKN1B	相关通路	Pathway::PC7_6054
EP300	相关通路	Pathway::PC7_6913
ARRB1	相关通路	Pathway::PC7_4449
CCNB1	相关通路	Pathway::WP1530_r84694
NAMPT	相关通路	Pathway::PC7_2582
FBLN2	相关通路	Pathway::PC7_5537
BCL2	相关通路	Pathway::PC7_2535
PDE10A	相关通路	Pathway::PC7_5948
XIAP	相关通路	Pathway::WP254_r84652
PGD	相关通路	Pathway::PC7_2500
PIK3R1	相关通路	Pathway::PC7_3324
NR1H4	相关通路	Pathway::PC7_6203
MTOR	相关通路	Pathway::PC7_2251
AKT1	相关通路	Pathway::PC7_4757
GPX1	相关通路	Pathway::PC7_7727
PTEN	相关通路	Pathway::WP2261_r81197
BAX	相关通路	Pathway::WP254_r84652
TUBB1	相关通路	Pathway::PC7_3974
PIK3CA	相关通路	Pathway::PC7_7269
NTF3	相关通路	Pathway::WP2380_r79953
STAT5B	相关通路	Pathway::PC7_4627
TCF7	相关通路	Pathway::PC7_7439
SCN10A	相关通路	Pathway::PC7_4765
FPR1	相关通路	Pathway::PC7_6396
PRKCZ	相关通路	Pathway::WP2261_r81197
HSPA1B	相关通路	Pathway::PC7_2530
PDGFRB	相关通路	Pathway::WP306_r80308
DHCR7	相关通路	Pathway::PC7_2565
PMS2	相关通路	Pathway::PC7_3277
TGFBR2	相关通路	Pathway::PC7_4762
APP	相关通路	Pathway::PC7_6945
GPI	相关通路	Pathway::PC7_5322
DAXX	相关通路	Pathway::PC7_4370
HSP90AA1	相关通路	Pathway::WP231_r81070
KRAS	相关通路	Pathway::WP2586_r79995
CXCL8	相关通路	Pathway::WP706_r80056
CAPN2	相关通路	Pathway::WP185_r80036
PTK2	相关通路	Pathway::WP366_r84196
CDK6	相关通路	Pathway::PC7_6072
MC2R	相关通路	Pathway::PC7_4044
COL4A1	相关通路	Pathway::PC7_3084
IRS1	相关通路	Pathway::PC7_5772
KRAS	相关通路	Pathway::PC7_7506
IL6	相关通路	Pathway::PC7_5561
SENP1	相关通路	Pathway::PC7_7385
LAMA3	相关通路	Pathway::PC7_1812
GSTA2	相关通路	Pathway::PC7_6433
RAF1	相关通路	Pathway::WP581_r67199
RPS27A	相关通路	Pathway::PC7_6108
MAPK10	相关通路	Pathway::WP382_r79951
PTPN6	相关通路	Pathway::WP23_r79985
NRXN1	相关通路	Pathway::PC7_3777
PAWR	相关通路	Pathway::PC7_2535
PRKCA	相关通路	Pathway::PC7_4741
RPS27A	相关通路	Pathway::PC7_5049
PTPN11	相关通路	Pathway::PC7_2526
PRKCD	相关通路	Pathway::PC7_7439
DRD5	相关通路	Pathway::PC7_3994
A2M	相关通路	Pathway::PC7_5322
TUBB4A	相关通路	Pathway::WP2272_r78594
NCOA1	相关通路	Pathway::PC7_4112
ETS1	相关通路	Pathway::PC7_4627
MTOR	相关通路	Pathway::PC7_2373
CD80	相关通路	Pathway::PC7_7439
GSK3B	相关通路	Pathway::WP23_r79985
MAP2K7	相关通路	Pathway::PC7_5051
MAP2K1	相关通路	Pathway::PC7_5561
PPP2R1A	相关通路	Pathway::PC7_5876
ELK1	相关通路	Pathway::PC7_3327
EP300	相关通路	Pathway::PC7_4741
INMT	相关通路	Pathway::WP704_r79563
CRH	相关通路	Pathway::PC7_7457
NDUFV1	相关通路	Pathway::PC7_5322
UTS2	相关通路	Pathway::PC7_2620
KNG1	相关通路	Pathway::PC7_7439
HMGB1	相关通路	Pathway::PC7_5559
AKT1	相关通路	Pathway::PC7_6911
F2RL1	相关通路	Pathway::PC7_6396
NFKBIA	相关通路	Pathway::PC7_7439
MC1R	相关通路	Pathway::PC7_7457
GRB2	相关通路	Pathway::WP244_r78506
SYK	相关通路	Pathway::PC7_4688
MEF2A	相关通路	Pathway::PC7_5987
IL2RG	相关通路	Pathway::PC7_4780
MAPK1	相关通路	Pathway::WP2431_r84650
CYBB	相关通路	Pathway::WP619_r71168
ACTN1	相关通路	Pathway::PC7_6945
SLC12A2	相关通路	Pathway::PC7_7290
GNRHR	相关通路	Pathway::WP24_r79999
MAPK13	相关通路	Pathway::PC7_7482
NOS3	相关通路	Pathway::PC7_8679
JAK1	相关通路	Pathway::PC7_8666
FGF7	相关通路	Pathway::PC7_7475
